ingredient,nutrient,quantity_per_gram,units
"Fenugreek leaves, raw",Vitamin B7,0,GRAMS
"Fenugreek leaves, raw",Vitamin C,0.91,GRAMS
Fenugreek seeds,Protein,0.238,GRAMS
Fenugreek seeds,Fat,0.074,GRAMS
Fenugreek seeds,Carbohydrate,0,GRAMS
Fenugreek seeds,kcal,0,KCAL
Fenugreek seeds,Sugars,0,GRAMS
Fenugreek seeds,Fibre,0,GRAMS
Fenugreek seeds,Fatty acids,0.074,GRAMS
Fenugreek seeds,Saturated fat,0.011,GRAMS
Fenugreek seeds,Trans fat,0,GRAMS
Fenugreek seeds,Sodium,0.43,GRAMS
Fenugreek seeds,Potassium,6.5,GRAMS
Fenugreek seeds,Calcium,1.3,GRAMS
Fenugreek seeds,Magnesium,1.7,GRAMS
Fenugreek seeds,Phosphorus,3.4,GRAMS
Fenugreek seeds,Iron,0.233,GRAMS
Fenugreek seeds,Zinc,0.069,GRAMS
Fenugreek seeds,Selenium,0,GRAMS
Fenugreek seeds,Iodine,0,GRAMS
Fenugreek seeds,Vitamin D,0,GRAMS
Fenugreek seeds,Vitamin E,0,GRAMS
Fenugreek seeds,Vitamin K1,0,GRAMS
Fenugreek seeds,Vitamin B1,0.003,GRAMS
Fenugreek seeds,Vitamin B2,0.004,GRAMS
Fenugreek seeds,Vitamin B3,0.013,GRAMS
Fenugreek seeds,Vitamin B6,0,GRAMS
Fenugreek seeds,Vitamin B12,0,GRAMS
Fenugreek seeds,Vitamin B9,0.71,GRAMS
Fenugreek seeds,Vitamin B5,0,GRAMS
Fenugreek seeds,Vitamin B7,0,GRAMS
Fenugreek seeds,Vitamin C,0,GRAMS
Garam masala,Protein,0.156,GRAMS
Garam masala,Fat,0.151,GRAMS
Garam masala,Carbohydrate,0.452,GRAMS
Garam masala,kcal,3.79,KCAL
Garam masala,Sugars,0,GRAMS
Garam masala,Fibre,0,GRAMS
Garam masala,Fatty acids,0.151,GRAMS
Garam masala,Saturated fat,0,GRAMS
Garam masala,Trans fat,0,GRAMS
Garam masala,Sodium,0.97,GRAMS
Garam masala,Potassium,14.5,GRAMS
Garam masala,Calcium,7.6,GRAMS
Garam masala,Magnesium,3.3,GRAMS
Garam masala,Phosphorus,3.9,GRAMS
Garam masala,Iron,0.326,GRAMS
Garam masala,Zinc,0.038,GRAMS
Garam masala,Selenium,0,GRAMS
Garam masala,Iodine,0,GRAMS
Garam masala,Vitamin D,0,GRAMS
Garam masala,Vitamin E,0,GRAMS
Garam masala,Vitamin K1,0,GRAMS
Garam masala,Vitamin B1,0.004,GRAMS
Garam masala,Vitamin B2,0.003,GRAMS
Garam masala,Vitamin B3,0.025,GRAMS
Garam masala,Vitamin B6,0,GRAMS
Garam masala,Vitamin B12,0,GRAMS
Garam masala,Vitamin B9,0,GRAMS
Garam masala,Vitamin B5,0,GRAMS
Garam masala,Vitamin B7,0,GRAMS
Garam masala,Vitamin C,0,GRAMS
Garlic powder,Protein,0.187,GRAMS
Garlic powder,Fat,0.012,GRAMS
Garlic powder,Carbohydrate,0.427,GRAMS
Garlic powder,kcal,2.46,KCAL
Garlic powder,Sugars,0.042,GRAMS
Garlic powder,Fibre,0,GRAMS
Garlic powder,Fatty acids,0.012,GRAMS
Garlic powder,Saturated fat,0.002,GRAMS
Garlic powder,Trans fat,0,GRAMS
Garlic powder,Sodium,0.19,GRAMS
Garlic powder,Potassium,13.6,GRAMS
Garlic powder,Calcium,0.65,GRAMS
Garlic powder,Magnesium,0.61,GRAMS
Garlic powder,Phosphorus,2.2,GRAMS
Garlic powder,Iron,0.039,GRAMS
Garlic powder,Zinc,0.026,GRAMS
Garlic powder,Selenium,0.05,GRAMS
Garlic powder,Iodine,0,GRAMS
Garlic powder,Vitamin D,0,GRAMS
Garlic powder,Vitamin E,0,GRAMS
Garlic powder,Vitamin K1,0,GRAMS
Garlic powder,Vitamin B1,0,GRAMS
Garlic powder,Vitamin B2,0.001,GRAMS
Garlic powder,Vitamin B3,0.007,GRAMS
Garlic powder,Vitamin B6,0.01,GRAMS
Garlic powder,Vitamin B12,0,GRAMS
Garlic powder,Vitamin B9,0,GRAMS
Garlic powder,Vitamin B5,0,GRAMS
Garlic powder,Vitamin B7,0,GRAMS
Garlic powder,Vitamin C,0,GRAMS
"Garlic, raw",Protein,0.079,GRAMS
"Garlic, raw",Fat,0.006,GRAMS
"Garlic, raw",Carbohydrate,0.163,GRAMS
"Garlic, raw",kcal,0.98,KCAL
"Garlic, raw",Sugars,0.016,GRAMS
"Garlic, raw",Fibre,0,GRAMS
"Garlic, raw",Fatty acids,0.006,GRAMS
"Garlic, raw",Saturated fat,0.001,GRAMS
"Garlic, raw",Trans fat,0,GRAMS
"Garlic, raw",Sodium,0.04,GRAMS
"Garlic, raw",Potassium,6.2,GRAMS
"Garlic, raw",Calcium,0.19,GRAMS
"Garlic, raw",Magnesium,0.25,GRAMS
"Garlic, raw",Phosphorus,1.7,GRAMS
"Garlic, raw",Iron,0.019,GRAMS
"Garlic, raw",Zinc,0.01,GRAMS
"Garlic, raw",Selenium,0.02,GRAMS
"Garlic, raw",Iodine,0.03,GRAMS
"Garlic, raw",Vitamin D,0,GRAMS
"Garlic, raw",Vitamin E,0,GRAMS
"Garlic, raw",Vitamin K1,0,GRAMS
"Garlic, raw",Vitamin B1,0.001,GRAMS
"Garlic, raw",Vitamin B2,0,GRAMS
"Garlic, raw",Vitamin B3,0.003,GRAMS
"Garlic, raw",Vitamin B6,0.004,GRAMS
"Garlic, raw",Vitamin B12,0,GRAMS
"Garlic, raw",Vitamin B9,0.05,GRAMS
"Garlic, raw",Vitamin B5,0,GRAMS
"Garlic, raw",Vitamin B7,0,GRAMS
"Garlic, raw",Vitamin C,0.17,GRAMS
"Grapes, green",Protein,0.007,GRAMS
"Grapes, green",Fat,0.002,GRAMS
"Grapes, green",Carbohydrate,0.152,GRAMS
"Grapes, green",kcal,0.62,KCAL
"Grapes, green",Sugars,0.152,GRAMS
"Grapes, green",Fibre,0.012,GRAMS
"Grapes, green",Fatty acids,0.002,GRAMS
"Grapes, green",Saturated fat,0.001,GRAMS
"Grapes, green",Trans fat,0,GRAMS
"Grapes, green",Sodium,0.01,GRAMS
"Grapes, green",Potassium,2.17,GRAMS
"Grapes, green",Calcium,0.08,GRAMS
"Grapes, green",Magnesium,0.06,GRAMS
"Grapes, green",Phosphorus,0.19,GRAMS
"Grapes, green",Iron,0.002,GRAMS
"Grapes, green",Zinc,0,GRAMS
"Grapes, green",Selenium,0,GRAMS
"Grapes, green",Iodine,0.01,GRAMS
"Grapes, green",Vitamin D,0,GRAMS
"Grapes, green",Vitamin E,0,GRAMS
"Grapes, green",Vitamin K1,0,GRAMS
"Grapes, green",Vitamin B1,0,GRAMS
"Grapes, green",Vitamin B2,0,GRAMS
"Grapes, green",Vitamin B3,0.002,GRAMS
"Grapes, green",Vitamin B6,0,GRAMS
"Grapes, green",Vitamin B12,0,GRAMS
"Grapes, green",Vitamin B9,0.06,GRAMS
"Grapes, green",Vitamin B5,0.001,GRAMS
"Grapes, green",Vitamin B7,0.002,GRAMS
"Grapes, green",Vitamin C,0.02,GRAMS
"Grapes, red",Protein,0.006,GRAMS
"Grapes, red",Fat,0.001,GRAMS
"Grapes, red",Carbohydrate,0.17,GRAMS
"Grapes, red",kcal,0.67,KCAL
"Grapes, red",Sugars,0.17,GRAMS
"Grapes, red",Fibre,0.013,GRAMS
"Grapes, red",Fatty acids,0.001,GRAMS
"Grapes, red",Saturated fat,0,GRAMS
"Grapes, red",Trans fat,0,GRAMS
"Grapes, red",Sodium,0.01,GRAMS
"Grapes, red",Potassium,2.13,GRAMS
"Grapes, red",Calcium,0.11,GRAMS
"Grapes, red",Magnesium,0.07,GRAMS
"Grapes, red",Phosphorus,0.18,GRAMS
"Grapes, red",Iron,0.002,GRAMS
"Grapes, red",Zinc,0,GRAMS
"Grapes, red",Selenium,0,GRAMS
"Grapes, red",Iodine,0.01,GRAMS
"Grapes, red",Vitamin D,0,GRAMS
"Grapes, red",Vitamin E,0,GRAMS
"Grapes, red",Vitamin K1,0,GRAMS
"Grapes, red",Vitamin B1,0.001,GRAMS
"Grapes, red",Vitamin B2,0,GRAMS
"Grapes, red",Vitamin B3,0.002,GRAMS
"Grapes, red",Vitamin B6,0,GRAMS
"Grapes, red",Vitamin B12,0,GRAMS
"Grapes, red",Vitamin B9,0.06,GRAMS
"Grapes, red",Vitamin B5,0.001,GRAMS
"Grapes, red",Vitamin B7,0.002,GRAMS
"Grapes, red",Vitamin C,0.03,GRAMS
"Kiwi fruit, flesh only, raw",Protein,0.008,GRAMS
"Kiwi fruit, flesh only, raw",Fat,0.009,GRAMS
"Kiwi fruit, flesh only, raw",Carbohydrate,0.086,GRAMS
"Kiwi fruit, flesh only, raw",kcal,0.44,KCAL
"Kiwi fruit, flesh only, raw",Sugars,0.083,GRAMS
"Kiwi fruit, flesh only, raw",Fibre,0.027,GRAMS
"Kiwi fruit, flesh only, raw",Fatty acids,0.009,GRAMS
"Kiwi fruit, flesh only, raw",Saturated fat,0.001,GRAMS
"Kiwi fruit, flesh only, raw",Trans fat,0,GRAMS
"Kiwi fruit, flesh only, raw",Sodium,0.01,GRAMS
"Kiwi fruit, flesh only, raw",Potassium,2.89,GRAMS
"Kiwi fruit, flesh only, raw",Calcium,0.33,GRAMS
"Kiwi fruit, flesh only, raw",Magnesium,0.13,GRAMS
"Kiwi fruit, flesh only, raw",Phosphorus,0.33,GRAMS
"Kiwi fruit, flesh only, raw",Iron,0.002,GRAMS
"Kiwi fruit, flesh only, raw",Zinc,0.001,GRAMS
"Kiwi fruit, flesh only, raw",Selenium,0,GRAMS
"Kiwi fruit, flesh only, raw",Iodine,0.02,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin D,0,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin E,0,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin K1,0,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin B1,0,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin B2,0,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin B3,0.003,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin B6,0.001,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin B12,0,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin B9,0.33,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin B5,0.004,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin B7,0,GRAMS
"Kiwi fruit, flesh only, raw",Vitamin C,0.71,GRAMS
"Leeks, raw",Protein,0.015,GRAMS
"Leeks, raw",Fat,0.002,GRAMS
"Leeks, raw",Carbohydrate,0.041,GRAMS
"Leeks, raw",kcal,0.23,KCAL
"Leeks, raw",Sugars,0.038,GRAMS
"Leeks, raw",Fibre,0.028,GRAMS
"Leeks, raw",Fatty acids,0.002,GRAMS
"Leeks, raw",Saturated fat,0,GRAMS
"Leeks, raw",Trans fat,0,GRAMS
"Leeks, raw",Sodium,0,GRAMS
"Leeks, raw",Potassium,2.3,GRAMS
"Leeks, raw",Calcium,0.52,GRAMS
"Leeks, raw",Magnesium,0.07,GRAMS
"Leeks, raw",Phosphorus,0.23,GRAMS
"Leeks, raw",Iron,0.004,GRAMS
"Leeks, raw",Zinc,0,GRAMS
"Leeks, raw",Selenium,0.01,GRAMS
"Leeks, raw",Iodine,0.02,GRAMS
"Leeks, raw",Vitamin D,0,GRAMS
"Leeks, raw",Vitamin E,0,GRAMS
"Leeks, raw",Vitamin K1,0,GRAMS
"Leeks, raw",Vitamin B1,0.001,GRAMS
"Leeks, raw",Vitamin B2,0,GRAMS
"Leeks, raw",Vitamin B3,0.003,GRAMS
"Leeks, raw",Vitamin B6,0.002,GRAMS
"Leeks, raw",Vitamin B12,0,GRAMS
"Leeks, raw",Vitamin B9,0.33,GRAMS
"Leeks, raw",Vitamin B5,0.002,GRAMS
"Leeks, raw",Vitamin B7,0.03,GRAMS
"Leeks, raw",Vitamin C,0.031,GRAMS
"Lemon juice, fresh",Protein,0.003,GRAMS
"Lemon juice, fresh",Fat,0,GRAMS
"Lemon juice, fresh",Carbohydrate,0.016,GRAMS
"Lemon juice, fresh",kcal,0.07,KCAL
"Lemon juice, fresh",Sugars,0.016,GRAMS
"Lemon juice, fresh",Fibre,0,GRAMS
"Lemon juice, fresh",Fatty acids,0,GRAMS
"Lemon juice, fresh",Saturated fat,0,GRAMS
"Lemon juice, fresh",Trans fat,0,GRAMS
"Lemon juice, fresh",Sodium,0.01,GRAMS
"Lemon juice, fresh",Potassium,1.3,GRAMS
"Lemon juice, fresh",Calcium,0.07,GRAMS
"Lemon juice, fresh",Magnesium,0.07,GRAMS
"Lemon juice, fresh",Phosphorus,0.08,GRAMS
"Lemon juice, fresh",Iron,0.001,GRAMS
"Lemon juice, fresh",Zinc,0,GRAMS
"Lemon juice, fresh",Selenium,0.01,GRAMS
"Lemon juice, fresh",Iodine,0,GRAMS
"Lemon juice, fresh",Vitamin D,0,GRAMS
"Lemon juice, fresh",Vitamin E,0,GRAMS
"Lemon juice, fresh",Vitamin K1,0,GRAMS
"Lemon juice, fresh",Vitamin B1,0,GRAMS
"Lemon juice, fresh",Vitamin B2,0,GRAMS
"Lemon juice, fresh",Vitamin B3,0.001,GRAMS
"Lemon juice, fresh",Vitamin B6,0.001,GRAMS
"Lemon juice, fresh",Vitamin B12,0,GRAMS
"Lemon juice, fresh",Vitamin B9,0.13,GRAMS
"Lemon juice, fresh",Vitamin B5,0.001,GRAMS
"Lemon juice, fresh",Vitamin B7,0.003,GRAMS
"Lemon juice, fresh",Vitamin C,0.36,GRAMS
"Lime juice, fresh",Protein,0.004,GRAMS
"Lime juice, fresh",Fat,0.001,GRAMS
"Lime juice, fresh",Carbohydrate,0.016,GRAMS
"Lime juice, fresh",kcal,0.09,KCAL
"Lime juice, fresh",Sugars,0.016,GRAMS
"Lime juice, fresh",Fibre,0,GRAMS
"Lime juice, fresh",Fatty acids,0.001,GRAMS
"Lime juice, fresh",Saturated fat,0,GRAMS
"Lime juice, fresh",Trans fat,0,GRAMS
"Lime juice, fresh",Sodium,0.01,GRAMS
"Lime juice, fresh",Potassium,1.1,GRAMS
"Lime juice, fresh",Calcium,0.09,GRAMS
"Lime juice, fresh",Magnesium,0.06,GRAMS
"Lime juice, fresh",Phosphorus,0.07,GRAMS
"Lime juice, fresh",Iron,0,GRAMS
"Lime juice, fresh",Zinc,0.001,GRAMS
"Lime juice, fresh",Selenium,0,GRAMS
"Lime juice, fresh",Iodine,0,GRAMS
"Lime juice, fresh",Vitamin D,0,GRAMS
"Lime juice, fresh",Vitamin E,0,GRAMS
"Lime juice, fresh",Vitamin K1,0,GRAMS
"Lime juice, fresh",Vitamin B1,0,GRAMS
"Lime juice, fresh",Vitamin B2,0,GRAMS
"Lime juice, fresh",Vitamin B3,0.001,GRAMS
"Lime juice, fresh",Vitamin B6,0,GRAMS
"Lime juice, fresh",Vitamin B12,0,GRAMS
"Lime juice, fresh",Vitamin B9,0,GRAMS
"Lime juice, fresh",Vitamin B5,0.001,GRAMS
"Lime juice, fresh",Vitamin B7,0,GRAMS
"Lime juice, fresh",Vitamin C,0.38,GRAMS
"Mangoes, ripe, flesh only, raw",Protein,0.007,GRAMS
"Mangoes, ripe, flesh only, raw",Fat,0.006,GRAMS
"Mangoes, ripe, flesh only, raw",Carbohydrate,0.107,GRAMS
"Mangoes, ripe, flesh only, raw",kcal,0.48,KCAL
"Mangoes, ripe, flesh only, raw",Sugars,0.104,GRAMS
"Mangoes, ripe, flesh only, raw",Fibre,0.011,GRAMS
"Mangoes, ripe, flesh only, raw",Fatty acids,0.006,GRAMS
"Mangoes, ripe, flesh only, raw",Saturated fat,0.002,GRAMS
"Mangoes, ripe, flesh only, raw",Trans fat,0,GRAMS
"Mangoes, ripe, flesh only, raw",Sodium,0.04,GRAMS
"Mangoes, ripe, flesh only, raw",Potassium,1.5,GRAMS
"Mangoes, ripe, flesh only, raw",Calcium,0.15,GRAMS
"Mangoes, ripe, flesh only, raw",Magnesium,0.09,GRAMS
"Mangoes, ripe, flesh only, raw",Phosphorus,0.13,GRAMS
"Mangoes, ripe, flesh only, raw",Iron,0.001,GRAMS
"Mangoes, ripe, flesh only, raw",Zinc,0.001,GRAMS
"Mangoes, ripe, flesh only, raw",Selenium,0,GRAMS
"Mangoes, ripe, flesh only, raw",Iodine,0,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin D,0,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin E,0,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin K1,0,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin B1,0.001,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin B2,0,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin B3,0.009,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin B6,0.001,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin B12,0,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin B9,0.24,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin B5,0.002,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin B7,0.006,GRAMS
"Mangoes, ripe, flesh only, raw",Vitamin C,0.26,GRAMS
"Melon, Canteloupe-type, flesh only",Protein,0.006,GRAMS
"Melon, Canteloupe-type, flesh only",Fat,0.001,GRAMS
"Melon, Canteloupe-type, flesh only",Carbohydrate,0.042,GRAMS
"Melon, Canteloupe-type, flesh only",kcal,0.19,KCAL
"Melon, Canteloupe-type, flesh only",Sugars,0.042,GRAMS
"Melon, Canteloupe-type, flesh only",Fibre,0.018,GRAMS
"Melon, Canteloupe-type, flesh only",Fatty acids,0.001,GRAMS
"Melon, Canteloupe-type, flesh only",Saturated fat,0,GRAMS
"Melon, Canteloupe-type, flesh only",Trans fat,0,GRAMS
"Melon, Canteloupe-type, flesh only",Sodium,0.08,GRAMS
"Melon, Canteloupe-type, flesh only",Potassium,2.1,GRAMS
"Melon, Canteloupe-type, flesh only",Calcium,0.2,GRAMS
"Melon, Canteloupe-type, flesh only",Magnesium,0.11,GRAMS
"Melon, Canteloupe-type, flesh only",Phosphorus,0.13,GRAMS
"Melon, Canteloupe-type, flesh only",Iron,0.003,GRAMS
"Melon, Canteloupe-type, flesh only",Zinc,0.001,GRAMS
"Melon, Canteloupe-type, flesh only",Selenium,0,GRAMS
"Melon, Canteloupe-type, flesh only",Iodine,0.04,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin D,0,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin E,0,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin K1,0,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin B1,0,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin B2,0,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin B3,0.006,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin B6,0.001,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin B12,0,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin B9,0.05,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin B5,0.001,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin B7,0,GRAMS
"Melon, Canteloupe-type, flesh only",Vitamin C,0.26,GRAMS
"Melon, Galia, flesh only",Protein,0.005,GRAMS
"Melon, Galia, flesh only",Fat,0.001,GRAMS
"Melon, Galia, flesh only",Carbohydrate,0.056,GRAMS
"Melon, Galia, flesh only",kcal,0.24,KCAL
"Melon, Galia, flesh only",Sugars,0.056,GRAMS
"Melon, Galia, flesh only",Fibre,0,GRAMS
"Melon, Galia, flesh only",Fatty acids,0.001,GRAMS
"Melon, Galia, flesh only",Saturated fat,0,GRAMS
"Melon, Galia, flesh only",Trans fat,0,GRAMS
"Melon, Galia, flesh only",Sodium,0.31,GRAMS
"Melon, Galia, flesh only",Potassium,1.5,GRAMS
"Melon, Galia, flesh only",Calcium,0.13,GRAMS
"Melon, Galia, flesh only",Magnesium,0.12,GRAMS
"Melon, Galia, flesh only",Phosphorus,0.1,GRAMS
"Melon, Galia, flesh only",Iron,0.002,GRAMS
"Melon, Galia, flesh only",Zinc,0.001,GRAMS
"Melon, Galia, flesh only",Selenium,0,GRAMS
"Melon, Galia, flesh only",Iodine,0,GRAMS
"Melon, Galia, flesh only",Vitamin D,0,GRAMS
"Melon, Galia, flesh only",Vitamin E,0,GRAMS
"Melon, Galia, flesh only",Vitamin K1,0,GRAMS
"Melon, Galia, flesh only",Vitamin B1,0,GRAMS
"Melon, Galia, flesh only",Vitamin B2,0,GRAMS
"Melon, Galia, flesh only",Vitamin B3,0.004,GRAMS
"Melon, Galia, flesh only",Vitamin B6,0.001,GRAMS
"Melon, Galia, flesh only",Vitamin B12,0,GRAMS
"Melon, Galia, flesh only",Vitamin B9,0.03,GRAMS
"Melon, Galia, flesh only",Vitamin B5,0.002,GRAMS
"Melon, Galia, flesh only",Vitamin B7,0,GRAMS
"Melon, Galia, flesh only",Vitamin C,0.15,GRAMS
"Melon, watermelon, flesh only",Protein,0.005,GRAMS
"Melon, watermelon, flesh only",Fat,0.003,GRAMS
"Melon, watermelon, flesh only",Carbohydrate,0.071,GRAMS
"Melon, watermelon, flesh only",kcal,0.31,KCAL
"Melon, watermelon, flesh only",Sugars,0.071,GRAMS
"Melon, watermelon, flesh only",Fibre,0,GRAMS
"Melon, watermelon, flesh only",Fatty acids,0.003,GRAMS
"Melon, watermelon, flesh only",Saturated fat,0.001,GRAMS
"Melon, watermelon, flesh only",Trans fat,0,GRAMS
"Melon, watermelon, flesh only",Sodium,0.02,GRAMS
"Melon, watermelon, flesh only",Potassium,1,GRAMS
"Melon, watermelon, flesh only",Calcium,0.07,GRAMS
"Melon, watermelon, flesh only",Magnesium,0.08,GRAMS
"Melon, watermelon, flesh only",Phosphorus,0.09,GRAMS
"Melon, watermelon, flesh only",Iron,0.003,GRAMS
"Melon, watermelon, flesh only",Zinc,0.002,GRAMS
"Melon, watermelon, flesh only",Selenium,0,GRAMS
"Melon, watermelon, flesh only",Iodine,0,GRAMS
"Melon, watermelon, flesh only",Vitamin D,0,GRAMS
"Melon, watermelon, flesh only",Vitamin E,0,GRAMS
"Melon, watermelon, flesh only",Vitamin K1,0,GRAMS
"Melon, watermelon, flesh only",Vitamin B1,0.001,GRAMS
"Melon, watermelon, flesh only",Vitamin B2,0,GRAMS
"Melon, watermelon, flesh only",Vitamin B3,0.001,GRAMS
"Melon, watermelon, flesh only",Vitamin B6,0.001,GRAMS
"Melon, watermelon, flesh only",Vitamin B12,0,GRAMS
"Melon, watermelon, flesh only",Vitamin B9,0.02,GRAMS
"Melon, watermelon, flesh only",Vitamin B5,0.002,GRAMS
"Melon, watermelon, flesh only",Vitamin B7,0.01,GRAMS
"Melon, watermelon, flesh only",Vitamin C,0.08,GRAMS
"Mint, dried",Protein,0.248,GRAMS
"Mint, dried",Fat,0.046,GRAMS
"Mint, dried",Carbohydrate,0.346,GRAMS
"Mint, dried",kcal,2.79,KCAL
"Mint, dried",Sugars,0,GRAMS
"Mint, dried",Fibre,0,GRAMS
"Mint, dried",Fatty acids,0.046,GRAMS
"Mint, dried",Saturated fat,0,GRAMS
"Mint, dried",Trans fat,0,GRAMS
"Mint, dried",Sodium,0.98,GRAMS
"Mint, dried",Potassium,17,GRAMS
"Mint, dried",Calcium,13.7,GRAMS
"Mint, dried",Magnesium,0,GRAMS
"Mint, dried",Phosphorus,4.9,GRAMS
"Mint, dried",Iron,0,GRAMS
"Mint, dried",Zinc,0,GRAMS
"Mint, dried",Selenium,0,GRAMS
"Mint, dried",Iodine,0,GRAMS
"Mint, dried",Vitamin D,0,GRAMS
"Mint, dried",Vitamin E,0,GRAMS
"Mint, dried",Vitamin K1,0,GRAMS
"Mint, dried",Vitamin B1,0,GRAMS
"Mint, dried",Vitamin B2,0,GRAMS
"Mint, dried",Vitamin B3,0,GRAMS
"Mint, dried",Vitamin B6,0,GRAMS
"Mint, dried",Vitamin B12,0,GRAMS
"Mint, dried",Vitamin B9,0,GRAMS
"Mint, dried",Vitamin B5,0,GRAMS
"Mint, dried",Vitamin B7,0,GRAMS
"Mint, dried",Vitamin C,0,GRAMS
"Mint, fresh",Protein,0.038,GRAMS
"Mint, fresh",Fat,0.007,GRAMS
"Mint, fresh",Carbohydrate,0.053,GRAMS
"Mint, fresh",kcal,0.43,KCAL
"Mint, fresh",Sugars,0,GRAMS
"Mint, fresh",Fibre,0,GRAMS
"Mint, fresh",Fatty acids,0.007,GRAMS
"Mint, fresh",Saturated fat,0,GRAMS
"Mint, fresh",Trans fat,0,GRAMS
"Mint, fresh",Sodium,0.15,GRAMS
"Mint, fresh",Potassium,2.6,GRAMS
"Mint, fresh",Calcium,2.1,GRAMS
"Mint, fresh",Magnesium,0,GRAMS
"Mint, fresh",Phosphorus,0.75,GRAMS
"Mint, fresh",Iron,0.095,GRAMS
"Mint, fresh",Zinc,0,GRAMS
"Mint, fresh",Selenium,0,GRAMS
"Mint, fresh",Iodine,0,GRAMS
"Mint, fresh",Vitamin D,0,GRAMS
"Mint, fresh",Vitamin E,0,GRAMS
"Mint, fresh",Vitamin K1,0,GRAMS
"Mint, fresh",Vitamin B1,0.001,GRAMS
"Mint, fresh",Vitamin B2,0.003,GRAMS
"Mint, fresh",Vitamin B3,0.011,GRAMS
"Mint, fresh",Vitamin B6,0,GRAMS
"Mint, fresh",Vitamin B12,0,GRAMS
"Mint, fresh",Vitamin B9,1.1,GRAMS
"Mint, fresh",Vitamin B5,0,GRAMS
"Mint, fresh",Vitamin B7,0,GRAMS
"Mint, fresh",Vitamin C,0.31,GRAMS
"Mushrooms, oyster, raw",Protein,0.016,GRAMS
"Mushrooms, oyster, raw",Fat,0.002,GRAMS
"Mushrooms, oyster, raw",Carbohydrate,0,GRAMS
"Mushrooms, oyster, raw",kcal,0.08,KCAL
"Mushrooms, oyster, raw",Sugars,0,GRAMS
"Mushrooms, oyster, raw",Fibre,0,GRAMS
"Mushrooms, oyster, raw",Fatty acids,0.002,GRAMS
"Mushrooms, oyster, raw",Saturated fat,0,GRAMS
"Mushrooms, oyster, raw",Trans fat,0,GRAMS
"Mushrooms, oyster, raw",Sodium,0.77,GRAMS
"Mushrooms, oyster, raw",Potassium,2.3,GRAMS
"Mushrooms, oyster, raw",Calcium,0.29,GRAMS
"Mushrooms, oyster, raw",Magnesium,0.29,GRAMS
"Mushrooms, oyster, raw",Phosphorus,1.2,GRAMS
"Mushrooms, oyster, raw",Iron,0.019,GRAMS
"Mushrooms, oyster, raw",Zinc,0,GRAMS
"Mushrooms, oyster, raw",Selenium,0.03,GRAMS
"Mushrooms, oyster, raw",Iodine,0,GRAMS
"Mushrooms, oyster, raw",Vitamin D,0,GRAMS
"Mushrooms, oyster, raw",Vitamin E,0,GRAMS
"Mushrooms, oyster, raw",Vitamin K1,0,GRAMS
"Mushrooms, oyster, raw",Vitamin B1,0,GRAMS
"Mushrooms, oyster, raw",Vitamin B2,0.004,GRAMS
"Mushrooms, oyster, raw",Vitamin B3,0,GRAMS
"Mushrooms, oyster, raw",Vitamin B6,0,GRAMS
"Mushrooms, oyster, raw",Vitamin B12,0,GRAMS
"Mushrooms, oyster, raw",Vitamin B9,0,GRAMS
"Mushrooms, oyster, raw",Vitamin B5,0,GRAMS
"Mushrooms, oyster, raw",Vitamin B7,0,GRAMS
"Mushrooms, oyster, raw",Vitamin C,0,GRAMS
"Mushrooms, white, raw",Protein,0.01,GRAMS
"Mushrooms, white, raw",Fat,0.002,GRAMS
"Mushrooms, white, raw",Carbohydrate,0.003,GRAMS
"Mushrooms, white, raw",kcal,0.07,KCAL
